review_content,date_text
"""I can understand why many people are looking for it.""”
During my 2-night, 3-day trip to Jeju Island, I chose to stay at the Shilla Hotel. As a hotel that boasts history, tradition, and natural surroundings in the Jungmun Tourist Complex, I was able to comfortably heal and relax. The accommodation was quiet and comfortable, and I slept well. The reason for this was not only because of the clean facilities, but also because of the indescribable comfort. Above all, I recommend this hotel because of the beautiful forest path in front of the hotel, the themed observatory, and the cool tech that connects to the nearby beach. The background is so beautiful that even just taking pictures and walking around could take half a day. I highly recommend this place for families and couples.",Stayed 2 nights in October 2023
"완벽산 신라호텔 경험”
가든뷰에 17개월 아기와 함께 묵었습니다. 비록 저녁에 윗층에서 소란이 있기는 했지만 신라호텔에 지불하는 비용은 최신시설이 아닌 스테프들의 서비스와 경험을 사는것을 느꼈던 여행이였습니다. 왜 내가 이런 운이 없는 방을 받았을까? 라는 감정에서 신라호텔을 왔기때문에 이런 경험도 하는구나 로 바뀌는 순간이였습니다. 다시한번 놀라운 경험을 도와주신 지배인님과 모든 스텝분들께 우리 가족은 감사를 표합니다.",Stayed 1 night in September 2023
"Excellent”
We are so exhausted work and travel,,, but when we stepped in this place like heaven, Everyone welcome us and make us like home. Defi6 we will be backhand refer to my friends and family?",Stayed 3 nights in October 2023
"Hands down the best accomms in Jeju”
The best hotel in the area if not the entirety of Jeju. Even as a Korean this was a mindblowing hotel. Loved the garden and seafront walkway especially. Go for the better rooms because they are worth it! My only complaint is the lack of food options nearby but you can get stuff delivered using food delivery apps or order room service (I heard the portions were huge)",Stayed 2 nights in June 2023
"AMAZING view and excellent service ”
This hotel is provided us with the best scenery and fabulous services, we are really satisfied with the hospitality shown during our stay there.",Stayed 2 nights in April 2023
"Amazing grounds”
The grounds and garden are simply beautiful. Really well kept and clean rooms.",Stayed 2 nights in April 2023
"Good!”
All services were 👍",Stayed 2 nights in November 2023
"Top notch hotel”
Thanks for the great experience.",Stayed 3 nights in July 2023
"Good location and comfortable stay”
Stayed 4 nights . Good for family holidays.",Stayed 2 nights in November 2023
"Wonderful Resort in Jeju”
I go there every year. Wonderful Resort in Jeju",Stayed 2 nights in July 2023
"최고!”
믿고가는 신라호텔",Stayed 2 nights in April 2023
"Beautiful”
My stay at the Shilla was wonderful. The staff and the food at the restaurants were great.",Stayed 3 nights in March 2024
"Amazing!”
The Shilla really outdid themselves! The facility was gorgeous and the staff were top notch! Looking forward to coming back to Jeju island and to this hotel :)",Stayed 3 nights in March 2024
"Not worth the valuer”
Parking space is unbelievably too tight, there is no room to open either passenger or driver doors. The space that was meant to be for two cars, they split into three. The room furniture shows age but otherwise in decent shape. Dining/restaurant is not worth the price but average enough if you really dont have other options. The room door knobs seem worn-out and loose at times.",Stayed 1 night in March 2024
"조용하고 쾌적한 시간”
아름다운 정원과 전망, 잘 관리되는 수영장 등 시설 등 만족합니다.",Stayed 2 nights in March 2024
"Amenities ”
It is very satisfied overall except toothbrushes and toothpaste.",Stayed 1 night in March 2024
"Simply amazing”
The Shilla Jeju definitely outdid themselves. My parents and I had a blast and the service was impeccable. Looking forward to coming back to Jeju!",Stayed 3 nights in March 2024
"최고의 선택”
제주 신라는 정말 환상적이었습니다. 공간,조경,음식,친절 모든게 완벽했어요! 최고인 이유가 있었어요. 행복했던 추억 남기고 갑니다.",Stayed 1 night in September 2023
"Too old and expensive ”
Shilla Jeju hotel has a nice swimming pool and well maintained. However, the room was old fashioned and the price of the room is ripped off as considering of the condition. The breakfast and the restaurant foods are also very expensive. So if you do care about the swimming pool, it is ok to stay but I'm not sure if it is worth it.",Stayed 2 nights in January 2024
"Soso”
생각보다 그저그랬습니다 방이 많이 올드해요",Stayed 1 night in December 2023
"Enjoyed the stay”
Kind staffs, clean and beautiful",Stayed 1 night in December 2023
"기념일로 방문한 제주신라, 적극 추천.”
시설은 약간 낙후되었으나 서비스, 청결, 조경, 인테리어, 분위기가 압도적입니다. 특히, 직원분들의 서비스가 좋았어요! 강력추천이네요:)",Stayed 1 night in December 2023
"좋아요”
good",Stayed 1 night in August 2020
"It’s way way rip-off ”
All stuffs are too old. And I paid almost 600bucks for a day but the room was so disappointing.. I should buy even my toothbrush and paste. Foods are delicious but not included in the room cost.. and the meal cost was reasonable. spa and swimming pools are awesome even snow storm weather! But I’d rather use other near hotels which Has similar spa pools and restaurants and cheaper price.",Stayed 2 nights in December 2020
"Had a blast!”
Pros: Heated pool, live band by the pool, beautiful landscape on a small cliff over Jungnum beach, peaceful, helpful staff, big room. Cons: Need a funny registration process at the Fitness Counter to use the adult pool. We didn’t know so had to walk back from the pool to the hotel to register before walking back out to the adult pool.",Stayed 1 night in December 2019
"Paradise”
Fairytale hotel next to the sea.",Stayed 4 nights in December 2019
"Good for family with kids”
Staff is friendly and helpful. Room is spacious and clean. Facilities and location are great.",Stayed 2 nights in November 2019
"Beautiful hotel”
With magnificent view and beautiful garden. Restaurants are good too. One thing is that guests of the hotel still have to pay to use the sun deck on the pool by the hour",Stayed 3 nights in July 2019
"Exceptional”
Food cost out of line with rest of island.",Stayed 4 nights in July 2019
